Edad,RangoEdad,Sexo,EstadoCivil,TipoLocalidad,Comuna,Zona,Estrato,TipoVivienda,TiempoEnMedellin,PersonasConLasQueVive,AfiliacionSalud,NivelEstudio,Estudia,ValoracionOportunidadesDeLaCiudadParaEstudiar,ValoracionInstitucionEnHabilidadesDelMundoLaboral,ImpactoProfesoresEnLaVida,Trabaja,PercepcionOfertaLaboral,GastoSemanalTransporte,GastoSemanalRumba,GastoSemanalObligacionesFamiliares,EdadALaQueTuvoPrimerHijo,EdadPrimeraRelacionSexual,ConsumoDrogas,ConsumoCigarrillo,ConsumoLicor,FrecuenciaEjercicio,FrecuenciaLectura,ParticipacionMarchas,ActividadesComunitarias,ParticipacionVoluntariados,ParticipacionGrupoJuvenil
21,18-21 años,Mujer,No eres casado(a) y vives en pareja hace dos años o más,COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,Alquilado,Menos de 1 año,4 personas,Beneficiario,Grado 11,No,Muy desfavorable,Desfavorable,Favorable,No,Mala,0,0,0,18,16,No,No,Sí,Nunca,Casi Siempre,No,No,No,No
19,18-21 años,Hombre,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,De tus padres/ hermanos,Siempre,5 personas,Beneficiario,Grado 10,Sí,Muy favorable,Muy favorable,Favorable,Nunca he trabajado,Muy buena,0,0,0,No Aplica,12,No,No,Sí,Casi Siempre,Nunca,No,No,No,Sí
25,22-26 años,Hombre,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,De tus padres/ hermanos,Siempre,5 personas,Subsidiado/ Sisben,Universitaria Incompleta o en curso,Sí,Muy favorable,Favorable,Favorable,Sí,Ni buena/ Ni mala,0,0,0,No Aplica,17,No,No,Sí,Casi Siempre,A veces,No,No,No,No
18,18-21 años,Hombre,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,De tus padres/ hermanos,Siempre,7 personas,Subsidiado/ Sisben,Técnica incompleta o en curso,Sí,Favorable,Desfavorable,Favorable,No,Buena,0,0,0,No Aplica,15,Sí,Sí,Sí,Siempre,Casi Siempre,No,No,No,No
16,14-17 años,Hombre,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,Alquilado,Más de 10 años,7 personas,Beneficiario,Grado 11,Sí,Muy favorable,Favorable,Ni favorable/ Ni desfavorable,Nunca he trabajado,Muy buena,0,0,0,No Aplica,14,No,No,No,Casi Siempre,A veces,Sí,No,No,No
17,14-17 años,Mujer,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,De tus padres/ hermanos,Siempre,3 personas,Beneficiario,Grado 11,Sí,Favorable,Favorable,Favorable,Sí,Buena,0,0,0,No Aplica,15,No,No,Sí,Siempre,A veces,No,Sí,Sí,Sí
14,14-17 años,Mujer,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,Alquilado,Siempre,5 personas,Subsidiado/ Sisben,Grado 8,Sí,Favorable,Favorable,Favorable,Nunca he trabajado,Muy buena,0,0,0,No Aplica,No Aplica,No,No,No,A veces,Nunca,No,Sí,No,Sí
22,22-26 años,Hombre,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 3,De tus padres/ hermanos,Siempre,5 personas,Beneficiario,Grado 11,No,Favorable,Muy favorable,Desfavorable,Sí,Buena,0,0,0,No Aplica,11,No,No,No,Siempre,Casi Siempre,No,Sí,Sí,No
17,14-17 años,Hombre,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,De tus padres/ hermanos,De 5 a 10 años,8 personas,Beneficiario,Grado 10,Sí,Favorable,Ni favorable/ Ni desfavorable,Muy favorable,Nunca he trabajado,Buena,0,0,0,No Aplica,16,No,No,Sí,Siempre,A veces,No,Sí,No,Sí
18,18-21 años,Mujer,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,De tus padres/ hermanos,Siempre,3 personas,Beneficiario,Grado 10,Sí,Favorable,Favorable,Ni favorable/ Ni desfavorable,Sí,Ni buena/ Ni mala,0,0,0,No Aplica,16,No,No,Sí,Nunca,Casi Siempre,No,No,No,No
15,14-17 años,Hombre,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 3,Alquilado,De 5 a 10 años,6 personas,Beneficiario,Grado 8,Sí,Muy favorable,Muy favorable,Muy favorable,No,Buena,0,0,0,No Aplica,No Aplica,No,No,No,Siempre,A veces,No,No,No,No
21,18-21 años,Hombre,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 3,Alquilado,Menos de 1 año,Vive solo,Beneficiario,Grado 10,No,Favorable,Muy favorable,Favorable,Sí,Ni buena/ Ni mala,0,0,0,No Aplica,17,No,Sí,No,A veces,Casi Siempre,No,No,No,Sí
18,18-21 años,Mujer,Casado(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,De tus padres/ hermanos,Siempre,5 personas,Beneficiario,Grado 10,Sí,Ni favorable/ Ni desfavorable,Favorable,Muy favorable,Nunca he trabajado,Ni buena/ Ni mala,0,0,0,No Aplica,18,No,No,No,Nunca,Nunca,No,Sí,No,No
17,14-17 años,Hombre,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,De tus padres/ hermanos,Siempre,5 personas,Beneficiario,Grado 11,Sí,Ni favorable/ Ni desfavorable,Muy favorable,Favorable,Nunca he trabajado,Muy Mala,0,0,0,No Aplica,No Aplica,No,No,No,A veces,Casi nunca,No,No,No,No
17,14-17 años,Mujer,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,Alquilado,Siempre,4 personas,Beneficiario,Grado 9,Sí,Ni favorable/ Ni desfavorable,Favorable,Favorable,Nunca he trabajado,Ni buena/ Ni mala,0,0,0,No Aplica,No Aplica,No,No,Sí,Nunca,Casi nunca,No,No,No,No
14,14-17 años,Hombre,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,De tus padres/ hermanos,Siempre,4 personas,Beneficiario,Grado 7,Sí,Desfavorable,Favorable,Favorable,Nunca he trabajado,Buena,0,0,0,No Aplica,No Aplica,No,No,Sí,Siempre,Casi nunca,No,No,No,No
20,18-21 años,Mujer,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,Alquilado,Menos de 1 año,5 personas,Subsidiado/ Sisben,Universitaria Incompleta o en curso,No,Favorable,Muy favorable,Muy favorable,No,Buena,0,0,0,No Aplica,17,No,No,Sí,A veces,A veces,No,No,No,No
20,18-21 años,Hombre,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,Alquilado,Siempre,2 personas,Subsidiado/ Sisben,Tecnología Completa,Sí,Favorable,Ni favorable/ Ni desfavorable,Favorable,No,Mala,0,0,0,No Aplica,14,No,Sí,No,Casi Siempre,Casi nunca,No,No,Sí,No
16,14-17 años,Hombre,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,Alquilado,Siempre,5 personas,Beneficiario,Grado 9,Sí,Favorable,Favorable,Favorable,Nunca he trabajado,Ni buena/ Ni mala,0,0,0,No Aplica,No Aplica,No,No,Sí,Casi Siempre,A veces,No,No,Sí,Sí
18,18-21 años,Hombre,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,Alquilado,De 1 a 5 años,5 personas,Beneficiario,Universitaria Incompleta o en curso,Sí,Muy desfavorable,Ni favorable/ Ni desfavorable,Favorable,No,Mala,0,0,0,No Aplica,16,No,No,Sí,Casi Siempre,Casi Siempre,Sí,No,Sí,No
21,18-21 años,Mujer,No eres casado(a) y vives en pareja hace menos de dos años,COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,Alquilado,Siempre,3 personas,Beneficiario,Universitaria Incompleta o en curso,Sí,Favorable,Favorable,Favorable,No,Mala,0,0,0,No Aplica,16,No,Sí,No,Casi Siempre,Casi Siempre,No,No,No,No
23,22-26 años,Hombre,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,De tus padres/ hermanos,Siempre,2 personas,Beneficiario,Grado 1,No,Favorable,Favorable,Favorable,Sí,Nunca ha realizado,0,0,0,No Aplica,No Aplica,No,No,Sí,Casi Siempre,Casi nunca,No,No,No,No
19,18-21 años,Hombre,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,Alquilado,Menos de 1 año,5 personas,Beneficiario,Universitaria Incompleta o en curso,Sí,Muy favorable,Favorable,Favorable,No,Muy buena,9000,0,30000,No Aplica,No Aplica,No,No,No,Casi nunca,Siempre,No,No,No,No
16,14-17 años,Mujer,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,De tus padres/ hermanos,Siempre,4 personas,Beneficiario,Grado 10,Sí,Muy favorable,Muy favorable,Favorable,No,Ni buena/ Ni mala,15000,0,0,No Aplica,No Aplica,No,No,Sí,Nunca,Siempre,Sí,No,No,No
16,14-17 años,Mujer,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,De tus padres/ hermanos,Siempre,5 personas,Beneficiario,Grado 10,Sí,Favorable,Muy favorable,Favorable,No,Ni buena/ Ni mala,15000,0,0,No Aplica,15,No,No,Sí,Casi Siempre,Siempre,Sí,No,No,No
25,22-26 años,Hombre,Separado(a) o divorciado(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,Alquilado,Siempre,4 personas,Cotizante,Grado 11,No,Favorable,Muy favorable,Favorable,Sí,Buena,38000,0,130000,No Aplica,18,No,Sí,Sí,Casi nunca,A veces,No,No,Sí,No
18,18-21 años,Mujer,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,Prestado por un familiar o amigo,Siempre,5 personas,Beneficiario,Grado 9,Sí,Favorable,Favorable,Favorable,Sí,Muy buena,0,0,0,No Aplica,18,No,No,Sí,Nunca,Nunca,No,Sí,No,No
16,14-17 años,Mujer,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,De tus padres/ hermanos,Siempre,5 personas,Beneficiario,Grado 8,Sí,Muy desfavorable,Desfavorable,Desfavorable,Nunca he trabajado,Muy buena,0,0,0,No Aplica,No Aplica,Sí,Sí,Sí,A veces,A veces,Sí,No,No,No
24,22-26 años,Mujer,Separado(a) o divorciado(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,De tus padres/ hermanos,Siempre,4 personas,Subsidiado/ Sisben,Grado 11,No,Muy favorable,Muy favorable,Muy favorable,No,Muy Mala,0,0,150000,18,15,No,Sí,Sí,Nunca,Casi Siempre,No,No,No,No
17,14-17 años,Hombre,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,Prestado por un familiar o amigo,Siempre,5 personas,Beneficiario,Grado 10,Sí,Ni favorable/ Ni desfavorable,Favorable,Ni favorable/ Ni desfavorable,Nunca he trabajado,Ni buena/ Ni mala,0,20000,0,No Aplica,16,No,Sí,Sí,A veces,Casi nunca,No,No,No,No
20,18-21 años,Hombre,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 3,Prestado por un familiar o amigo,Siempre,3 personas,Beneficiario,Universitaria Incompleta o en curso,Sí,Desfavorable,Ni favorable/ Ni desfavorable,Favorable,No,Mala,40000,30000,0,No Aplica,13,Sí,Sí,Sí,A veces,Siempre,Sí,No,No,No
26,22-26 años,Hombre,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,Prestado por un familiar o amigo,Siempre,4 personas,Subsidiado/ Sisben,Grado 11,No,Favorable,Favorable,Muy favorable,Sí,Buena,0,0,0,No Aplica,18,No,No,Sí,A veces,Nunca,No,No,No,No
23,22-26 años,Hombre,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,Alquilado,De 5 a 10 años,3 personas,Cotizante,Tecnología Completa,Sí,Favorable,Favorable,Favorable,Sí,Buena,20000,50000,30000,No Aplica,13,No,Sí,Sí,Casi Siempre,Siempre,No,Sí,No,No
22,22-26 años,Mujer,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,Alquilado,Siempre,5 personas,Subsidiado/ Sisben,Grado 11,No,Desfavorable,Muy favorable,Favorable,Nunca he trabajado,Buena,0,0,0,No Aplica,18,No,No,Sí,Casi nunca,Nunca,No,No,No,No
20,18-21 años,Mujer,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,Prestado por un familiar o amigo,Menos de 1 año,6 personas,Cotizante,Grado 9,Sí,Desfavorable,Muy favorable,Muy favorable,Sí,Buena,30000,0,0,No Aplica,18,No,No,No,Siempre,Siempre,No,No,No,No
19,18-21 años,Hombre,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,Prestado por un familiar o amigo,Siempre,5 personas,Beneficiario,Grado 7,Sí,Desfavorable,Muy favorable,Favorable,No,Buena,0,0,0,No Aplica,15,Sí,No,Sí,Nunca,Casi nunca,No,No,No,No
20,18-21 años,Mujer,No eres casado(a) y vives en pareja hace dos años o más,COMUNA,Robledo,NOROCCIDENTAL,Estrato 3,De tu propiedad,Menos de 1 año,3 personas,Ninguno,Universitaria Incompleta o en curso,No,Ni favorable/ Ni desfavorable,Favorable,Favorable,No,Muy Mala,10000,0,0,No Aplica,18,No,Sí,Sí,Nunca,A veces,Sí,No,No,No
17,14-17 años,Hombre,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 3,Prestado por un familiar o amigo,De 5 a 10 años,8 personas,Beneficiario,Universitaria Incompleta o en curso,Sí,Desfavorable,Favorable,Muy favorable,Nunca he trabajado,Mala,15000,15000,0,No Aplica,15,No,No,Sí,Casi Siempre,Siempre,Sí,No,No,No
22,22-26 años,Hombre,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 3,Alquilado,Siempre,4 personas,Cotizante,Universitaria completa,No,Favorable,Ni favorable/ Ni desfavorable,Favorable,Sí,Ni buena/ Ni mala,40000,50000,0,No Aplica,15,Sí,No,Sí,A veces,A veces,No,No,No,No
19,18-21 años,Hombre,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,De tus padres/ hermanos,Siempre,6 personas,Beneficiario,Universitaria Incompleta o en curso,Sí,Ni favorable/ Ni desfavorable,Ni favorable/ Ni desfavorable,Favorable,Sí,Mala,15000,30000,0,No Aplica,17,No,No,Sí,Casi Siempre,A veces,Sí,Sí,No,No
21,18-21 años,Mujer,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,Alquilado,De 1 a 5 años,9 personas,Subsidiado/ Sisben,Grado 11,No,Ni favorable/ Ni desfavorable,Favorable,Favorable,Nunca he trabajado,Mala,10000,0,0,No Aplica,14,No,Sí,Sí,Casi Siempre,A veces,No,No,No,No
14,14-17 años,Mujer,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,De tu propiedad,Siempre,4 personas,Beneficiario,Grado 8,Sí,Ni favorable/ Ni desfavorable,Favorable,Favorable,Nunca he trabajado,Muy buena,0,0,0,No Aplica,No Aplica,No,No,Sí,Casi Siempre,A veces,No,No,No,No
14,14-17 años,Hombre,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,Alquilado,Siempre,5 personas,Subsidiado/ Sisben,Grado 8,Sí,Favorable,Favorable,Favorable,Nunca he trabajado,Buena,0,0,0,No Aplica,No Aplica,No,No,Sí,A veces,A veces,No,No,No,No
16,14-17 años,Hombre,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 3,De tus padres/ hermanos,Siempre,6 personas,Subsidiado/ Sisben,Grado 11,Sí,Favorable,Favorable,Favorable,No,Mala,25000,0,0,No Aplica,16,No,No,Sí,Casi Siempre,Siempre,No,No,No,No
15,14-17 años,Hombre,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 3,De tus padres/ hermanos,Siempre,9 personas,Subsidiado/ Sisben,Grado 9,Sí,Ni favorable/ Ni desfavorable,Favorable,Ni favorable/ Ni desfavorable,No,Buena,0,45000,0,No Aplica,14,No,No,Sí,Casi Siempre,A veces,No,No,No,No
17,14-17 años,Mujer,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 3,De tus padres/ hermanos,Siempre,6 personas,Subsidiado/ Sisben,Grado 11,Sí,Favorable,Muy favorable,Muy favorable,Nunca he trabajado,Ni buena/ Ni mala,0,0,0,No Aplica,15,No,No,Sí,Casi nunca,Siempre,No,No,No,No
23,22-26 años,Mujer,No eres casado(a) y vives en pareja hace dos años o más,COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,Alquilado,Siempre,3 personas,Beneficiario,Grado 11,No,Favorable,Favorable,Favorable,No,Buena,0,0,80000,18,16,No,No,Sí,A veces,Casi nunca,No,No,No,No
19,18-21 años,Mujer,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 3,De tus padres/ hermanos,Siempre,7 personas,Beneficiario,Universitaria Incompleta o en curso,Sí,Favorable,Muy favorable,Favorable,No,Buena,20000,0,0,No Aplica,17,No,No,Sí,Casi nunca,A veces,No,No,No,No
16,14-17 años,Mujer,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 3,De tus padres/ hermanos,Siempre,5 personas,Beneficiario,Universitaria Incompleta o en curso,Sí,Favorable,Desfavorable,Favorable,Nunca he trabajado,Mala,0,0,0,No Aplica,No Aplica,No,No,Sí,Casi Siempre,A veces,No,No,No,No
14,14-17 años,Mujer,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 3,De tus padres/ hermanos,Siempre,5 personas,Subsidiado/ Sisben,Grado 8,Sí,Favorable,Muy favorable,Favorable,Nunca he trabajado,Ni buena/ Ni mala,0,0,0,No Aplica,No Aplica,No,No,Sí,Casi nunca,Casi nunca,No,No,No,No
14,14-17 años,Hombre,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 3,De tus padres/ hermanos,Siempre,4 personas,Subsidiado/ Sisben,Grado 6,Sí,Favorable,Favorable,Favorable,Nunca he trabajado,Buena,0,0,0,No Aplica,No Aplica,No,No,No,Siempre,A veces,No,No,No,No
15,14-17 años,Hombre,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 3,Alquilado,Menos de 1 año,2 personas,Subsidiado/ Sisben,Grado 7,Sí,Favorable,Ni favorable/ Ni desfavorable,Favorable,Nunca he trabajado,Buena,0,0,0,No Aplica,No Aplica,No,Sí,No,A veces,A veces,No,No,No,No
26,22-26 años,Hombre,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 3,Prestado por un familiar o amigo,Siempre,8 personas,Subsidiado/ Sisben,Grado 11,No,Ni favorable/ Ni desfavorable,Favorable,Favorable,Sí,Mala,0,30000,20000,No Aplica,13,Sí,Sí,Sí,A veces,Casi nunca,No,No,No,No
24,22-26 años,Mujer,No eres casado(a) y vives en pareja hace dos años o más,COMUNA,Robledo,NOROCCIDENTAL,Estrato 3,De tu propiedad,Siempre,5 personas,Subsidiado/ Sisben,Grado 9,No,Ni favorable/ Ni desfavorable,Ni favorable/ Ni desfavorable,Ni favorable/ Ni desfavorable,Sí,Ni buena/ Ni mala,0,50000,80000,16,14,No,Sí,Sí,A veces,A veces,No,No,No,No
14,14-17 años,Mujer,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 4,Alquilado,De 5 a 10 años,6 personas,Beneficiario,Grado 9,Sí,Favorable,Muy favorable,Favorable,Nunca he trabajado,Ni buena/ Ni mala,0,0,0,No Aplica,No Aplica,No,No,Sí,A veces,A veces,Sí,No,No,No
18,18-21 años,Mujer,No eres casado(a) y vives en pareja hace menos de dos años,COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,Alquilado,Siempre,8 personas,Beneficiario,Grado 7,No,Favorable,Muy desfavorable,Favorable,No,Mala,0,0,0,17,16,No,Sí,Sí,Nunca,A veces,No,No,No,Sí
14,14-17 años,Mujer,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,De tus padres/ hermanos,Siempre,5 personas,Subsidiado/ Sisben,Grado 9,Sí,Favorable,Favorable,Muy favorable,Nunca he trabajado,Ni buena/ Ni mala,0,0,0,No Aplica,No Aplica,No,Sí,Sí,A veces,Casi nunca,No,No,No,No
18,18-21 años,Mujer,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 3,Prestado por un familiar o amigo,Menos de 1 año,4 personas,Beneficiario,Universitaria Incompleta o en curso,Sí,Favorable,Favorable,Favorable,Nunca he trabajado,Ni buena/ Ni mala,0,0,0,No Aplica,17,No,No,Sí,Nunca,A veces,No,No,No,No
17,14-17 años,Hombre,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,Alquilado,Siempre,3 personas,Subsidiado/ Sisben,Grado 11,Sí,Favorable,Favorable,Muy favorable,Sí,Ni buena/ Ni mala,0,0,0,No Aplica,No Aplica,No,No,Sí,A veces,A veces,No,No,No,No
23,22-26 años,Mujer,No eres casado(a) y vives en pareja hace dos años o más,COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,De tu propiedad,Siempre,4 personas,Beneficiario,Técnica incompleta o en curso,Sí,Favorable,Muy favorable,Favorable,No,Muy Mala,0,0,0,19,16,No,No,No,A veces,Casi Siempre,No,No,No,No
15,14-17 años,Mujer,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,Alquilado,De 1 a 5 años,5 personas,Subsidiado/ Sisben,Grado 5,Sí,Muy favorable,Muy favorable,Favorable,Nunca he trabajado,Mala,0,0,0,15,14,No,No,Sí,Nunca,Casi Siempre,No,No,No,Sí
17,14-17 años,Mujer,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,Alquilado,De 1 a 5 años,5 personas,Subsidiado/ Sisben,Técnica incompleta o en curso,Sí,Favorable,Ni favorable/ Ni desfavorable,Favorable,Sí,Muy buena,0,0,0,No Aplica,16,No,No,Sí,Casi Siempre,Nunca,No,No,No,Sí
21,18-21 años,Mujer,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,Alquilado,Siempre,2 personas,Cotizante,Tecnología Incompleta o en curso,No,Favorable,Muy favorable,Favorable,Sí,Ni buena/ Ni mala,0,0,0,No Aplica,16,No,No,No,Casi nunca,Casi Siempre,No,No,No,No
14,14-17 años,Mujer,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,De tus padres/ hermanos,Siempre,4 personas,Beneficiario,Grado 8,Sí,Favorable,Muy favorable,Favorable,Nunca he trabajado,Buena,0,0,0,No Aplica,No Aplica,No,No,No,Casi nunca,Casi Siempre,No,No,No,No
15,14-17 años,Mujer,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,De tus padres/ hermanos,Siempre,4 personas,Beneficiario,Grado 9,Sí,Muy favorable,Favorable,Favorable,Sí,Buena,0,0,0,No Aplica,No Aplica,No,No,Sí,A veces,Casi nunca,Sí,Sí,No,No
15,14-17 años,Mujer,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,De tus padres/ hermanos,Siempre,8 personas,Beneficiario,Grado 9,No,Favorable,Favorable,Favorable,No,Buena,0,0,0,No Aplica,No Aplica,No,No,Sí,Nunca,A veces,No,Sí,No,Sí
17,14-17 años,Mujer,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,Alquilado,Siempre,4 personas,Beneficiario,Grado 11,Sí,Favorable,Favorable,Favorable,No,Buena,0,0,0,No Aplica,No Aplica,No,No,Sí,Casi nunca,Casi nunca,No,Sí,No,No
19,18-21 años,Mujer,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,Alquilado,Siempre,5 personas,Subsidiado/ Sisben,Técnica Completa,No,Muy favorable,Favorable,Favorable,Nunca he trabajado,Ni buena/ Ni mala,0,0,0,No Aplica,No Aplica,No,Sí,Sí,Siempre,Casi Siempre,Sí,Sí,No,No
18,18-21 años,Mujer,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,Alquilado,Siempre,5 personas,Subsidiado/ Sisben,Grado 8,No,Favorable,Favorable,Favorable,No,Buena,0,0,0,17,16,No,No,No,Casi Siempre,Casi Siempre,No,No,No,No
19,18-21 años,Mujer,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,De tus padres/ hermanos,Siempre,5 personas,Beneficiario,Técnica Completa,No,Favorable,Muy favorable,Favorable,Sí,Buena,0,0,0,No Aplica,17,No,Sí,Sí,Casi nunca,Casi Siempre,No,No,No,No
15,14-17 años,Mujer,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,Alquilado,Menos de 1 año,4 personas,Subsidiado/ Sisben,Grado 6,No,Favorable,Favorable,Favorable,Nunca he trabajado,Buena,0,0,0,No Aplica,No Aplica,No,No,Sí,Nunca,A veces,No,No,No,No
26,22-26 años,Mujer,Casado(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,Alquilado,Más de 10 años,4 personas,Subsidiado/ Sisben,Grado 7,No,Muy favorable,Favorable,Favorable,Sí,Ni buena/ Ni mala,0,0,0,19,16,No,No,No,Nunca,Casi Siempre,Sí,Sí,No,No
16,14-17 años,Mujer,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,Prestado por un familiar o amigo,Siempre,4 personas,Subsidiado/ Sisben,Grado 7,No,Muy favorable,Favorable,Favorable,Nunca he trabajado,Muy buena,0,0,0,No Aplica,14,No,No,Sí,A veces,Casi nunca,Sí,No,No,No
16,14-17 años,Mujer,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,De tus padres/ hermanos,Siempre,5 personas,Beneficiario,Grado 10,Sí,Favorable,Desfavorable,Favorable,Nunca he trabajado,Muy buena,0,0,0,No Aplica,No Aplica,No,No,No,Nunca,Casi Siempre,No,Sí,No,No
17,14-17 años,Hombre,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,De tus padres/ hermanos,Siempre,4 personas,Beneficiario,Grado 10,Sí,Favorable,Muy favorable,Favorable,No,Buena,0,0,0,No Aplica,11,No,No,Sí,Casi Siempre,Casi nunca,Sí,No,No,No
19,18-21 años,Hombre,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,Alquilado,Menos de 1 año,3 personas,Subsidiado/ Sisben,Grado 11,Sí,Muy favorable,Favorable,Favorable,Sí,Buena,0,0,0,No Aplica,15,No,No,Sí,Casi Siempre,Casi Siempre,No,No,No,No
21,18-21 años,Hombre,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,De tus padres/ hermanos,Siempre,6 personas,Beneficiario,Grado 11,Sí,Muy favorable,Muy favorable,Muy favorable,Sí,Buena,0,0,0,No Aplica,11,No,No,Sí,Casi nunca,A veces,Sí,No,No,Sí
18,18-21 años,Hombre,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,Alquilado,Siempre,5 personas,Subsidiado/ Sisben,Grado 11,No,Favorable,Muy favorable,Favorable,Nunca he trabajado,Mala,0,0,0,No Aplica,17,Sí,No,Sí,Nunca,Siempre,Sí,No,No,No
14,14-17 años,Hombre,Soltero(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,Alquilado,Más de 10 años,5 personas,Ninguno,Grado 8,Sí,Favorable,Favorable,Favorable,No,Buena,0,0,0,No Aplica,No Aplica,No,Sí,Sí,Siempre,Casi nunca,No,No,No,No
26,22-26 años,Mujer,Casado(a),COMUNA,Robledo,NOROCCIDENTAL,Estrato 2,Alquilado,Siempre,4 personas,Beneficiario,Grado 11,No,Favorable,Muy favorable,Muy favorable,Nunca he trabajado,Buena,0,0,0,19,17,No,No,No,Nunca,Casi Siempre,No,No,No,No
